,ngram,ngram_index
6968,dress local breast,2620
6969,local breast cancer,5850
6970,breast cancer awareness,1169
6971,cancer awareness luncheon,1345
6972,awareness luncheon perfect,478
6973,luncheon perfect fit,6396
6974,perfect fit occasion,7703
6975,colors cup tea,1691
6976,cup tea love,2106
6977,tea love everything,10852
6978,love everything top,6210
6979,everything top fit,3045
6980,top fit raw,11265
6981,fit raw edge,3611
6982,raw edge neck,8454
6983,edge neck trim,2827
6984,neck trim seem,6917
6985,trim seem like,11459
6986,seem like wrinkle,9160
6987,like wrinkle easily,5691
6988,wrinkle easily manage,12831
6989,easily manage sheer,2799
6990,manage sheer beauty,6496
6991,hi bought top,4653
6992,bought top couple,1116
6993,top couple colors,11250
6994,couple colors wear,2035
6995,colors wear xl,1728
6996,wear xl bought,12243
6997,xl bought xl,12847
6998,bought xl huge,1126
6999,xl huge liked,12850
7000,huge liked well,4892
7001,liked well enough,5705
7002,well enough returned,12357
7003,enough returned larges,2918
7004,returned larges fit,8731
7005,larges fit beautifully,5335
7006,online picture lightweight,7303
7007,picture lightweight sweatshirt,7913
7008,lightweight sweatshirt looked,5555
7009,sweatshirt looked inviting,10757
7010,looked inviting decided,6006
7011,inviting decided order,4999
7012,decided order arrived,2276
7013,order arrived could,7343
7014,arrived could believe,433
7015,could believe soft,1990
7016,believe soft comfortable,712
7017,soft comfortable felt,10116
7018,comfortable felt equally,1763
7019,felt equally comfortable,3397
7020,equally comfortable rayon,2934
7021,comfortable rayon tencel,1796
7022,rayon tencel cotton,8457
7023,tencel cotton content,10877
7024,cotton content fabric,1975
7025,content fabric created,1940
7026,fabric created comfy,3158
7027,created comfy feel,2079
7028,comfy feel top,1819
7029,feel top sure,3370
7030,top sure favorite,11344
7031,sure favorite relaxing,10679
7032,favorite relaxing weekend,3323
7033,relaxing weekend evening,8644
7034,weekend evening ordered,12303
7035,evening ordered size,3006
7036,ordered size even,7407
7037,size even though,9634
7038,even though usually,2994
7039,though usually order,11030
7040,order small tops,7360
7041,small tops one,10050
7042,tops one seems,11370
7043,one seems lend,7245
7044,seems lend oversized,9174
7045,lend oversized look,5453
7046,oversized look right,7489
7047,modern version peplum,6778
7048,version peplum top,11848
7049,peplum top flattering,7681
7050,top flattering mind,11271
7051,flattering mind flowy,3792
7052,mind flowy cuts,6726
7053,flowy cuts material,3859
7054,cuts material nice,2208
7055,material nice heaviness,6553
7056,nice heaviness love,7023
7057,heaviness love black,4578
7058,love black pebbled,6165
7059,black pebbled effect,904
7060,pebbled effect lbs,7670
7061,effect lbs fit,2828
7062,lbs fit small,5374
7063,fit small perfectly,3621
7064,bought xs liked,1130
7065,xs liked style,12879
7066,liked style skirt,5702
7067,style skirt long,10563
7068,skirt long enough,9865
7069,long enough wear,5866
7070,enough wear work,2924
7071,wear work however,12238
7072,work however waist,12623
7073,however waist large,4879
7074,waist large would,11900
7075,large would stay,5318
7076,would stay waist,12808
7077,stay waist returned,10338
7078,dress exactly pictured,2565
7079,exactly pictured bought,3053
7080,pictured bought work,7926
7081,bought work perfect,1125
7082,work perfect lining,12637
7083,perfect lining entire,7719
7084,lining entire length,5735
7085,entire length dress,2929
7086,length dress hits,5460
7087,dress hits knee,2607
7088,hits knee would,4759
7089,knee would say,5214
7090,would say true,12798
7091,say true size,9062
7092,true size however,11483
7093,size however bit,9665
7094,however bit tight,4850
7095,bit tight shoulders,862
7096,tight shoulders broad,11120
7097,shoulders broad shoulders,9449
7098,broad shoulders received,1189
7099,shoulders received compliments,9463
7100,received compliments day,8546
7101,compliments day remarked,1888
7102,day remarked comfortable,2246
7103,remarked comfortable like,8648
7104,comfortable like wearing,1782
7105,like wearing pajamas,5684
7106,pretty much awesome,8151
7107,much awesome tried,6809
7108,awesome tried regualr,493
7109,tried regualr size,11446
7110,regualr size jsut,8616
7111,size jsut see,9669
7112,jsut see could,5146
7113,see could almost,9127
7114,could almost get,1987
7115,almost get away,144
7116,get away bad,4054
7117,away bad dindt,479
7118,bad dindt try,572
7119,dindt try hte,2447
7120,try hte dresses,11515
7121,hte dresses also,4885
7122,dresses also occasion,2745
7123,also occasion wear,198
7124,occasion wear length,7162
7125,wear length midi,12172
7126,length midi since,5478
7127,midi since gathered,6702
7128,since gathered could,9575
7129,gathered could pull,4037
7130,could pull little,2015
7131,pull little falls,8268
7132,little falls right,5772
7133,falls right spot,3287
7134,right spot color,8837
7135,spot color nice,10280
7136,color nice overall,1651
7137,nice overall sexy,7037
7138,overall sexy dress,7478
7139,sexy dress material,9228
7140,dress material soft,2637
7141,material soft comfortable,6567
7142,soft comfortable nothing,10121
7143,comfortable nothing wrong,1791
7144,nothing wrong except,7131
7145,wrong except missed,12845
7146,except missed sale,3063
7147,wore work nearly,12603
7148,work nearly everyone,12630
7149,nearly everyone complimented,6901
7150,everyone complimented comfortable,3040
7151,complimented comfortable lots,1879
7152,comfortable lots detailing,1785
7153,lots detailing perfect,6155
7154,detailing perfect fall,2396
7155,perfect fall pockets,7698
7156,fall pockets usually,3276
7157,pockets usually somewhere,8055
7158,usually somewhere piece,11797
7159,somewhere piece generously,10233
7160,piece generously cut,7943
7161,generously cut perfect,4049
7162,cut perfect debated,2150
7163,perfect debated ordering,7694
7164,debated ordering petite,2262
7165,ordering petite actually,7444
7166,petite actually regular,7816
7167,actually regular cut,62
7168,regular cut perfect,8620
7169,cut perfect length,2151
7170,perfect length even,7716
7171,length even though,5463
7172,special occasion keep,10268
7173,occasion keep mine,7160
7174,keep mine ordered,5162
7175,mine ordered petite,6733
7176,ordered petite short,7396
7177,petite short short,7847
7178,short short comfort,9387
7179,short comfort color,9368
7180,comfort color nice,1748
7181,color nice rsty,1652
7182,nice rsty burgundy,7044
7183,rsty burgundy expected,8893
7184,burgundy expected little,1232
7185,expected little red,3093
7186,little red fastening,5803
7187,red fastening little,8586
7188,fastening little complicated,3312
7189,little complicated though,5763
7190,complicated though make,1877
7191,though make complicated,11021
7192,make complicated hooks,6454
7193,complicated hooks end,1876
7194,hooks end hole,4811
7195,end hole back,2887
7196,hole back nice,4780
7197,back nice cut,538
7198,nice cut flattering,7011
7199,cut flattering silhouette,2137
7200,flattering silhouette might,3809
7201,silhouette might order,9545
7202,might order regualr,6715
7203,order regualr size,7353
7204,regualr size needed,8617
7205,size needed body,9694
7206,needed body structured,6962
7207,body structured mateiral,986
7208,structured mateiral stiff,10509
7209,mateiral stiff also,6526
7210,stiff also soft,10354
7211,also soft arms,209
7212,bought large normally,1091
7213,large normally xl,5293
7214,normally xl large,7117
7215,xl large bottom,12851
7216,large bottom really,5268
7217,bottom really like,1050
7218,really like style,8507
7219,like style extra,5662
7220,style extra fabric,10536
7221,extra fabric good,3117
7222,fabric good tried,3179
7223,good tried white,4256
7224,tried white orange,11458
7225,white orange white,12464
7226,orange white sheer,7340
7227,white sheer like,12466
7228,sheer like fabric,9276
7229,like fabric much,5588
7230,fabric much orange,3199
7231,much orange way,6842
7232,orange way really,7339
7233,way really cute,12107
7234,really cute though,8487
7235,stumbled upon vest,10513
7236,upon vest local,11730
7237,vest local store,11855
7238,local store happy,5854
7239,store happy looking,10410
7240,happy looking classic,4543
7241,looking classic staple,6027
7242,classic staple trend,1529
7243,staple trend pass,10323
7244,trend pass classic,11413
7245,pass classic season,7616
7246,classic season season,1528
7247,season season wore,9104
7248,season wore black,9106
7249,wore black sleeve,12574
7250,black sleeve top,910
7251,sleeve top dark,9898
7252,top dark skinny,11252
7253,dark skinny jeans,2223
7254,skinny jeans black,9830
7255,jeans black bootiesperfect,5086
7256,black bootiesperfect look,872
7257,bootiesperfect look seasons,1019
7258,look seasons dallas,5983
7259,seasons dallas happy,9108
7260,dallas happy purchase,2216
7261,beautiful piece model,663
7262,piece model actually,7947
7263,model actually piece,6753
7264,actually piece justice,60
7265,piece justice stunning,7944
7266,justice stunning light,5153
7267,stunning light yet,10518
7268,light yet quality,5540
7269,yet quality fabric,12960
7270,quality fabric drapes,8379
7271,fabric drapes effortlessly,3163
7272,drapes effortlessly ties,2501
7273,effortlessly ties comfortably,2836
7274,ties comfortably great,11095
7275,comfortably great white,1816
7276,great white tee,4470
7277,white tee sllm,12472
7278,tee sllm jeans,10864
7279,sllm jeans runs,9968
7280,jeans runs ever,5120
7281,runs ever slighty,8936
7282,ever slighty large,3017
7283,slighty large took,9944
7284,large took normal,5310
7285,took normal size,11217
7286,normal size xs,7094
7287,size xs type,9772
7288,xs type piece,12899
7289,type piece works,11628
7290,cute design details,2174
7291,design details shoulder,2358
7292,details shoulder make,2411
7293,shoulder make tshirt,9437
7294,make tshirt special,6465
7295,tshirt special runs,11542
7296,special runs large,10270
7297,runs large kind,8938
7298,large kind takes,5282
7299,kind takes away,5201
7300,takes away styling,10798
7301,away styling got,489
7302,styling got super,10572
7303,got super sale,4330
7304,super sale ill,10660
7305,sale ill keep,9000
7306,ill keep maybe,4927
7307,keep maybe wash,5161
7308,maybe wash shrink,6625
7309,wash shrink bit,12041
7310,sweater must fall,10736
7311,must fall super,6864
7312,fall super comfy,3279
7313,super comfy yet,10643
7314,comfy yet stylish,1834
7315,yet stylish fit,12963
7316,stylish fit make,10576
7317,fit make fun,3577
7318,make fun dress,6457
7319,fun dress plan,3998
7320,dress plan wearing,2653
7321,plan wearing leggings,8008
7322,wearing leggings high,12263
7323,leggings high boots,5434
7324,love shorts got,6284
7325,shorts got pairs,9418
7326,got pairs sale,4311
7327,pairs sale hard,7532
7328,sale hard find,8999
7329,hard find shorts,4556
7330,find shorts fit,3468
7331,shorts fit nicely,9417
7332,fit nicely comfy,3583
7333,nicely comfy great,7065
7334,comfy great length,1820
7335,get great reviews,4064
7336,great reviews jogger,4445
7337,reviews jogger could,8776
7338,jogger could hips,5143
7339,could hips never,2010
7340,hips never thought,4736
7341,never thought would,6990
7342,thought would work,11064
7343,would work look,12825
7344,work look cool,12626
7345,look cool model,5932
7346,cool model could,1955
7347,model could find,6756
7348,could find think,2004
7349,find think would,3470
7350,think would perfect,10998
7351,would perfect effortlessly,12782
7352,perfect effortlessly cool,7695
7353,effortlessly cool casualfor,2835
7354,cool casualfor body,1946
7355,casualfor body types,1427
7356,body types excited,991
7357,types excited tried,11632
7358,great addition wardrobe,4362
7359,addition wardrobe already,88
7360,wardrobe already worn,11999
7361,already worn lot,169
7362,worn lot soft,12683
7363,lot soft lightweight,6148
7364,pants true size,7591
7365,true size waist,11488
7366,size waist touch,9761
7367,waist touch long,11924
7368,touch long lbs,11398
7369,long lbs frame,5874
7370,lbs frame got,5375
7371,frame got size,3917
7372,got size stretch,4324
7373,size stretch little,9746
7374,stretch little day,10473
7375,little day wore,5765
7376,day wore hours,2251
7377,wore hours nearly,12590
7378,hours nearly much,4845
7379,nearly much reviews,6902
7380,much reviews led,6846
7381,reviews led believe,8778
7382,led believe however,5408
7383,believe however little,708
7384,however little loose,4864
7385,little loose legs,5793
7386,loose legs first,6109
7387,legs first put,5445
7388,first put liked,3502
7389,love color design,6177
7390,color design pantlooks,1619
7391,design pantlooks bohemian,2364
7392,pantlooks bohemian runs,7552
7393,bohemian runs large,995
7394,runs large sort,8942
7395,large sort short,5305
7396,sort short inside,10250
7397,short inside made,9380
7398,inside made silky,4975
7399,made silky polyesterso,6428
7400,silky polyesterso loose,9550
7401,polyesterso loose inside,8064
7402,loose inside would,6108
7403,inside would think,4977
7404,would think short,12811
7405,think short bad,10988
7406,short bad thingbut,9364
7407,bad thingbut something,579
